memberStateCode,memberStateName,beginDate,endDate,price,unit,weekNumber,product,variety,description,variety_name,calorie,,,,,
PT,Portugal,22/04/2024,28/04/2024,80,100KG,17,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
FR,France,15/04/2024,21/04/2024,137,100KG,16,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
FR,France,15/04/2024,21/04/2024,140,100KG,16,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,15/04/2024,21/04/2024,131,100KG,16,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,15/04/2024,21/04/2024,126,100KG,16,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,15/04/2024,21/04/2024,136.23,100KG,16,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,15/04/2024,21/04/2024,104.19,100KG,16,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,15/04/2024,21/04/2024,107.08,100KG,16,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,15/04/2024,21/04/2024,97,100KG,16,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,15/04/2024,21/04/2024,116,100KG,16,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,15/04/2024,21/04/2024,74,100KG,16,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,15/04/2024,21/04/2024,167,100KG,16,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,15/04/2024,21/04/2024,78,100KG,16,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,15/04/2024,21/04/2024,88,100KG,16,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,15/04/2024,21/04/2024,80,100KG,16,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
FR,France,8/4/2024,14/04/2024,135,100KG,15,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
FR,France,8/4/2024,14/04/2024,140,100KG,15,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,8/4/2024,14/04/2024,131,100KG,15,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,8/4/2024,14/04/2024,126,100KG,15,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,8/4/2024,14/04/2024,138.8,100KG,15,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,8/4/2024,14/04/2024,110.4,100KG,15,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,8/4/2024,14/04/2024,111.81,100KG,15,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,8/4/2024,14/04/2024,98,100KG,15,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,8/4/2024,14/04/2024,116,100KG,15,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,8/4/2024,14/04/2024,70,100KG,15,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,8/4/2024,14/04/2024,167,100KG,15,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,8/4/2024,14/04/2024,79,100KG,15,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,8/4/2024,14/04/2024,89,100KG,15,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,8/4/2024,14/04/2024,80,100KG,15,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
FR,France,1/4/2024,7/4/2024,135,100KG,14,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
FR,France,1/4/2024,7/4/2024,138,100KG,14,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,1/4/2024,7/4/2024,131,100KG,14,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,1/4/2024,7/4/2024,124,100KG,14,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
NL,Netherlands,1/4/2024,7/4/2024,132.15,100KG,14,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,1/4/2024,7/4/2024,141.99,100KG,14,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,1/4/2024,7/4/2024,106.77,100KG,14,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,1/4/2024,7/4/2024,98,100KG,14,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,1/4/2024,7/4/2024,116,100KG,14,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,1/4/2024,7/4/2024,70,100KG,14,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,1/4/2024,7/4/2024,167,100KG,14,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,1/4/2024,7/4/2024,77,100KG,14,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,1/4/2024,7/4/2024,89,100KG,14,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,1/4/2024,7/4/2024,80,100KG,14,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
FR,France,25/03/2024,31/03/2024,131,100KG,13,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,25/03/2024,31/03/2024,123,100KG,13,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,25/03/2024,31/03/2024,135,100KG,13,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
FR,France,25/03/2024,31/03/2024,136,100KG,13,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
NL,Netherlands,25/03/2024,31/03/2024,129.18,100KG,13,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,25/03/2024,31/03/2024,104.88,100KG,13,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,25/03/2024,31/03/2024,105.52,100KG,13,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,25/03/2024,31/03/2024,167,100KG,13,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,25/03/2024,31/03/2024,76,100KG,13,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,25/03/2024,31/03/2024,80,100KG,13,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,25/03/2024,31/03/2024,88,100KG,13,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,25/03/2024,31/03/2024,116,100KG,13,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,25/03/2024,31/03/2024,70,100KG,13,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,25/03/2024,31/03/2024,98,100KG,13,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,18/03/2024,24/03/2024,121,100KG,12,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,18/03/2024,24/03/2024,135,100KG,12,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
FR,France,18/03/2024,24/03/2024,136,100KG,12,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,18/03/2024,24/03/2024,132,100KG,12,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
NL,Netherlands,18/03/2024,24/03/2024,134.35,100KG,12,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,18/03/2024,24/03/2024,102.27,100KG,12,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,18/03/2024,24/03/2024,164,100KG,12,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,18/03/2024,24/03/2024,75,100KG,12,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,18/03/2024,24/03/2024,80,100KG,12,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,18/03/2024,24/03/2024,88,100KG,12,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,18/03/2024,24/03/2024,116,100KG,12,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
PT,Portugal,18/03/2024,24/03/2024,70,100KG,12,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,18/03/2024,24/03/2024,98,100KG,12,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,11/3/2024,17/03/2024,121,100KG,11,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,11/3/2024,17/03/2024,132,100KG,11,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,11/3/2024,17/03/2024,136,100KG,11,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,11/3/2024,17/03/2024,135,100KG,11,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,11/3/2024,17/03/2024,106.55,100KG,11,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
NL,Netherlands,11/3/2024,17/03/2024,102.09,100KG,11,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,11/3/2024,17/03/2024,124.19,100KG,11,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
PT,Portugal,11/3/2024,17/03/2024,166,100KG,11,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,11/3/2024,17/03/2024,72,100KG,11,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,11/3/2024,17/03/2024,70,100KG,11,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,11/3/2024,17/03/2024,80,100KG,11,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,11/3/2024,17/03/2024,88,100KG,11,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,11/3/2024,17/03/2024,98,100KG,11,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,11/3/2024,17/03/2024,125,100KG,11,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
FR,France,4/3/2024,10/3/2024,123,100KG,10,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,4/3/2024,10/3/2024,136,100KG,10,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,4/3/2024,10/3/2024,136,100KG,10,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,4/3/2024,10/3/2024,135,100KG,10,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,4/3/2024,10/3/2024,124.2,100KG,10,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,4/3/2024,10/3/2024,111.34,100KG,10,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,4/3/2024,10/3/2024,107,100KG,10,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Netherlands - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,4/3/2024,10/3/2024,167,100KG,10,pears,"Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg","Portugal - pears - Rocha - Cat. I - Size 65+/75+, packs of around 5-10 kg",Rocha,65+/75+,,,,,
PT,Portugal,4/3/2024,10/3/2024,75,100KG,10,apples,Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Portugal - apples - Red delicious (et autres rouges) - Cat. I - Cal. 70-80,Red delicious (et autres rouges),70-80,,,,,
PT,Portugal,4/3/2024,10/3/2024,80,100KG,10,apples,Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Portugal - apples - Jonagold (ou Jonagored) - Cat. I - Cal . 70-80,Jonagold (ou Jonagored),70-80,,,,,
PT,Portugal,4/3/2024,10/3/2024,87,100KG,10,apples,Golden delicious - Cat. I - Cal. 70-80,Portugal - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
PT,Portugal,4/3/2024,10/3/2024,97,100KG,10,apples,Gala - Cat . I - Cal . 65-70,Portugal - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
PT,Portugal,4/3/2024,10/3/2024,70,100KG,10,oranges,Lanelate - Cat. I - Cal. 2-4,Portugal - oranges - Lanelate - Cat. I - Cal. 2-4,Lanelate,2-4,,,,,
PT,Portugal,4/3/2024,10/3/2024,125,100KG,10,apples,Fuji - Cat. I - Cal. 70-80,Portugal - apples - Fuji - Cat. I - Cal. 70-80,Fuji,70-80,,,,,
FR,France,26/02/2024,3/3/2024,123,100KG,9,apples,Gala - Cat . I - Cal . 65-70,France - apples - Gala - Cat . I - Cal . 65-70,Gala,65-70,,,,,
FR,France,26/02/2024,3/3/2024,136,100KG,9,apples,Golden delicious - Cat. I - Cal. 70-80,France - apples - Golden delicious - Cat. I - Cal. 70-80,Golden delicious,70-80,,,,,
FR,France,26/02/2024,3/3/2024,136,100KG,9,apples,Granny smith - Cat. I - Cal. 70-80,France - apples - Granny smith - Cat. I - Cal. 70-80,Granny smith,70-80,,,,,
FR,France,26/02/2024,3/3/2024,135,100KG,9,apples,Elstar - Cat. I - Cal. 65-70,France - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
NL,Netherlands,26/02/2024,3/3/2024,127.48,100KG,9,pears,"Conference - Cat. I - Size 60/65+, packs of around 5-10 kg","Netherlands - pears - Conference - Cat. I - Size 60/65+, packs of around 5-10 kg",Conference,60/65+,,,,,
NL,Netherlands,26/02/2024,3/3/2024,123.44,100KG,9,apples,Elstar - Cat. I - Cal. 65-70,Netherlands - apples - Elstar - Cat. I - Cal. 65-70,Elstar,65-70,,,,,
